,Id,Period,Time,Type,Goal,Assist,Season
4,316363,3. část,00:16,-,25 Štěpán Merta,2 Albert Čihák,2021/2022
5,316363,3. část,02:52,-,20 Ondřej Míka,25 Štěpán Merta,2021/2022
6,316363,3. část,07:13,PP,69 Richard Hurt,29 Zdeněk Fryš,2021/2022
7,316363,3. část,11:54,PP,69 Richard Hurt,29 Zdeněk Fryš,2021/2022
0,319263,1. část,00:33,-,5 Jan Vočko,8 Lubomír Nebuška,2021/2022
1,319263,1. část,04:26,-,5 Jan Vočko,66 Šimon Hřebecký,2021/2022
2,319263,1. část,04:39,-,29 Jaroslav Šusta,66 Šimon Hřebecký,2021/2022
3,319263,1. část,11:11,PP,29 Jaroslav Šusta,4 Tomáš Horáček,2021/2022
4,319263,2. část,00:18,-,14 Karel Gottwald,8 Lubomír Nebuška,2021/2022
5,319263,2. část,08:48,-,66 Šimon Hřebecký,8 Lubomír Nebuška,2021/2022
6,319263,2. část,10:28,-,66 Šimon Hřebecký,29 Jaroslav Šusta,2021/2022
7,319263,2. část,11:55,-,10 Jakub Horáček,14 Karel Gottwald,2021/2022
8,319263,3. část,10:02,-,14 Karel Gottwald,66 Šimon Hřebecký,2021/2022
0,319260,1. část,08:36,-,89 Tomáš Prchal,8 Jan Helešic,2021/2022
1,319260,2. část,06:15,-,9 Pavel Hušák,51 Michal Šmíd,2021/2022
2,319260,3. část,04:22,-,32 Jiří Hloušek,14 Václav Babor,2021/2022
3,319260,3. část,04:44,-,8 Jan Helešic,29 Jiří Bareš,2021/2022
4,319260,3. část,06:19,OG,12 Václav Boček,,2021/2022
5,319260,3. část,08:27,-,32 Jiří Hloušek,9 Pavel Hušák,2021/2022
0,322541,2. část,03:35,-,89 Jakub Valchář,7 Vlastimil Pustina,2021/2022
1,322541,2. část,03:43,-,7 Vlastimil Pustina,,2021/2022
2,322541,2. část,10:54,-,90 Ladislav Němeček,87 Josef Vlček,2021/2022
3,322541,3. část,11:47,-,7 Vlastimil Pustina,89 Jakub Valchář,2021/2022
0,322535,1. část,08:50,-,24 Petr Kantulák,10 Ladislav Bartůněk,2021/2022
1,322535,2. část,04:38,PP,24 Petr Kantulák,3 Jan Jirovský,2021/2022
2,322535,2. část,07:53,-,14 Roman Tauš,13 Tomáš Jelínek,2021/2022
