,Id,Team,Opponent,Goal_team,Goal_opponent,Outcome,Date_place,visitors,begin_end,round_soutez,casti_strely,referee,delegate,MOTM_Team,MOTM_Opponent,MOTM,Season
26,257498,FBC Mobydick Praha,FBC Falcons Žižkov,4,5,Lose,neděle 29.09.2019; SH Králův Dvůr,počet diváků: 6,začátek 08:00; konec 08:59,Utkání: 3XM82019/2020-B010; 2. kolo; PH a SČ soutěž mužů,"části: 3:1, 1:3, 1:0, střely na branku: 0:0","rozhodčí: Tomeš Miroslav, Klán Martin",delegát: ,"               Player
6  30 Tomáš Štumf (U)","                Player
5  35 Michal Myšík (U)","                Player
5  35 Michal Myšík (U)",2019/2020
27,257495,FBC Mobydick Praha,FBC TJ Lokomotiva Zdice,4,0,Win,neděle 29.09.2019; SH Králův Dvůr,počet diváků: 0,začátek 10:20; konec 11:31,Utkání: 3XM82019/2020-B012; 2. kolo; PH a SČ soutěž mužů,"části: 0:0, 0:0, 4:0, střely na branku: 0:0","rozhodčí: Oberta Filip, Klán Martin",delegát: ,"                Player
7  91 Rudolf Rubáš (U)","Empty DataFrame
Columns: [Player]
Index: []","                Player
7  91 Rudolf Rubáš (U)",2019/2020
28,260191,FBC Mobydick Praha,FBC Ressler boys,5,2,Win,sobota 12.10.2019; Sport Eden Beroun,počet diváků: 0,začátek 10:20; konec 11:22,Utkání: 3XM82019/2020-B021; 3. kolo; PH a SČ soutěž mužů,"části: 3:1, 0:0, 2:1, střely na branku: 0:0","rozhodčí: Budek Ondřej, Stuš Pavel",delegát: ,"                   Player
1  11 Petr Sukalovský (U)","                 Player
7  61 Pavel Trbušek (U)","                   Player
1  11 Petr Sukalovský (U)",2019/2020
29,260184,FBC Mobydick Praha,Panthers Praha E,7,6,Win,sobota 12.10.2019; Sport Eden Beroun,počet diváků: 0,začátek 15:00; konec 16:15,Utkání: 3XM82019/2020-B025; 3. kolo; PH a SČ soutěž mužů,"části: 1:0, 1:5, 4:2, střely na branku: 0:0","rozhodčí: Štrunc Martin, Buzický Vladimír",delegát: ,"                Player
4  23 Martin Bosák (U)","               Player
8  73 Martin Denk (U)","                Player
4  23 Martin Bosák (U)",2019/2020
30,261992,FBC Mobydick Praha,FBC Hamsters Vysočany,3,1,Win,sobota 02.11.2019; SH Králův Dvůr,počet diváků: 0,začátek 09:24; konec 10:26,Utkání: 3XM82019/2020-B029; 4. kolo; PH a SČ soutěž mužů,"části: 1:1, 1:0, 1:0, střely na branku: 0:0","rozhodčí: Buzický Vladimír, Mošna Hynek",delegát: ,"                Player
4  23 Martin Bosák (U)","                 Player
7  59 Václav Kašpar (U)","                Player
4  23 Martin Bosák (U)",2019/2020
31,266168,FBC Mobydick Praha,Šneci z Pěšin,4,4,Draw,neděle 17.11.2019; Unihoc Aréna Praha,počet diváků: 0,začátek 10:20; konec 11:32,Utkání: 3XM82019/2020-B039; 5. kolo; PH a SČ soutěž mužů,"části: 0:2, 0:1, 4:1, střely na branku: 0:0","rozhodčí: Knap Jan, Kolář Michal",delegát: ,"                   Player
2  11 Petr Sukalovský (U)","                  Player
2  27 David Suchánek (U)","                  Player
2  27 David Suchánek (U)",2019/2020
32,266163,FBC Mobydick Praha,SK DESPERADOS SNW B,1,4,Lose,neděle 17.11.2019; Unihoc Aréna Praha,počet diváků: 0,začátek 12:43; konec 13:50,Utkání: 3XM82019/2020-B041; 5. kolo; PH a SČ soutěž mužů,"části: 1:0, 2:1, 1:0, střely na branku: 0:0","rozhodčí: Knap Jan, Kolář Michal",delegát: ,"                Player
0  3 Aleš Martínek (O)","Empty DataFrame
Columns: [Player]
Index: []","Empty DataFrame
Columns: [Player]
Index: []",2019/2020
33,271018,FBC Mobydick Praha,SK Black Dragons,3,2,Win,sobota 14.12.2019; Sport Eden Beroun,počet diváků: 0,začátek 14:50; konec 15:50,Utkání: 3XM82019/2020-B051; 6. kolo; PH a SČ soutěž mužů,"části: 0:2, 1:0, 1:1, střely na branku: 0:0","rozhodčí: Riegel Lukáš, Těhle Aleš",delegát: ,"Empty DataFrame
Columns: [Player]
Index: []","Empty DataFrame
Columns: [Player]
Index: []","Empty DataFrame
Columns: [Player]
Index: []",2019/2020
34,271013,FBC Mobydick Praha,AIK Steel Kladno B,1,7,Lose,sobota 14.12.2019; Sport Eden Beroun,počet diváků: 0,začátek 17:10; konec 18:10,Utkání: 3XM82019/2020-B053; 6. kolo; PH a SČ soutěž mužů,"části: 0:1, 1:2, 0:4, střely na branku: 0:0","rozhodčí: Riegel Lukáš, Těhle Aleš",delegát: ,"                        Player
3  22 Jaroslav Drahotínský (O)","                Player
4  23 Jiří Neradil (O)","                Player
4  23 Jiří Neradil (O)",2019/2020
35,278196,FBC Mobydick Praha,FBC TJ Lokomotiva Zdice,3,2,Win,sobota 08.02.2020; SH Bystřice,počet diváků: 0,začátek 14:50; konec 16:00,Utkání: 3XM82019/2020-B060; 7. kolo; PH a SČ soutěž mužů,"části: 0:1, 1:0, 1:2, střely na branku: 0:0","rozhodčí: Tůma Jan, Kratochvíl Jindřich",delegát: ,"               Player
5  30 Tomáš Štumf (U)","Empty DataFrame
Columns: [Player]
Index: []","               Player
5  30 Tomáš Štumf (U)",2019/2020
36,278193,FBC Mobydick Praha,FBC Falcons Žižkov,3,9,Lose,sobota 08.02.2020; SH Bystřice,počet diváků: 0,začátek 17:10; konec 18:20,Utkání: 3XM82019/2020-B062; 7. kolo; PH a SČ soutěž mužů,"části: 1:3, 1:3, 1:3, střely na branku: 0:0","rozhodčí: Tůma Jan, Kratochvíl Jindřich",delegát: ,"Empty DataFrame
Columns: [Player]
Index: []","               Player
1  8 Tomáš Kružík (U)","               Player
1  8 Tomáš Kružík (U)",2019/2020
37,284100,FBC Mobydick Praha,AIK Steel Kladno B,2,6,Lose,sobota 12.09.2020; SH Stochov,počet diváků: 0,začátek 14:50; konec 15:57,Utkání: 3XM82020/2021-B007; 1. kolo; PH a SČ soutěž mužů,"části: 0:1, 2:2, 0:3, střely na branku: 0:0","rozhodčí: Verner Jaroslav, Trejbal Patrik",delegát: ,"                Player
5  23 Martin Bosák (U)","              Player
7  71 Jakub Šíma (U)","              Player
7  71 Jakub Šíma (U)",2020/2021
38,284104,FBC Mobydick Praha,Blue Horses Stochov B,6,4,Win,sobota 12.09.2020; SH Stochov,počet diváků: 4,začátek 17:05; konec 18:03,Utkání: 3XM82020/2021-B009; 1. kolo; PH a SČ soutěž mužů,"části: 2:6, 1:0, 1:0, střely na branku: 0:0","rozhodčí: Verner Jaroslav, Trejbal Patrik",delegát: ,"                Player
5  23 Martin Bosák (U)","                 Player
2  14 Tomáš Leipner (U)","                Player
5  23 Martin Bosák (U)",2020/2021
39,286056,FBC Mobydick Praha,Fbk Buldoci Radotín B,5,2,Win,sobota 26.09.2020; SH BIOS Kladno,počet diváků: 0,začátek 09:00; konec 10:12,Utkání: 3XM82020/2021-B011; 2. kolo; PH a SČ soutěž mužů,"části: 0:1, 1:2, 1:2, střely na branku: 0:0","rozhodčí: Zeman Michael, Paleček Jan",delegát: ,"                   Player
1  11 Petr Sukalovský (U)","              Player
6  87 Jakub Šulc (U)","                   Player
1  11 Petr Sukalovský (U)",2020/2021
40,286054,FBC Mobydick Praha,FBC DYNAMIS B,2,5,Lose,sobota 26.09.2020; SH BIOS Kladno,počet diváků: 0,začátek 12:30; konec 13:50,Utkání: 3XM82020/2021-B014; 2. kolo; PH a SČ soutěž mužů,"části: 1:0, 0:3, 1:2, střely na branku: 0:0","rozhodčí: Zeman Michael, Paleček Jan",delegát: ,"Empty DataFrame
Columns: [Player]
Index: []","               Player
2  33 David Wurst (U)","               Player
2  33 David Wurst (U)",2020/2021
