,Id,Period,Time,Type,Goal,Assist,Season
0,173022,1. část,08:17,-,12 Vojtěch Svoboda,32 Jiří Müller,2016/2017
1,173022,1. část,09:02,-,17 Jiří Novák,15 Václav Böhm,2016/2017
2,173022,2. část,01:31,-,32 Jiří Müller,12 Vojtěch Svoboda,2016/2017
3,173022,2. část,04:47,-,32 Jiří Müller,12 Vojtěch Svoboda,2016/2017
4,173022,3. část,09:51,-,17 Jiří Novák,12 Vojtěch Svoboda,2016/2017
0,177660,1. část,10:59,-,31 Tomáš Pauček,89 David Volek,2016/2017
1,177660,2. část,04:52,-,89 David Volek,31 Tomáš Pauček,2016/2017
2,177660,2. část,08:42,PP,63 Dominik Korolus,64 Daniel Bendík,2016/2017
3,177660,3. část,01:39,-,9 Tomáš Valenta,31 Tomáš Pauček,2016/2017
4,177660,3. část,06:10,PP,69 Michael Rudolf,22 Ondřej Bendík,2016/2017
0,177076,1. část,02:47,-,14 Bořek Sláma,19 Martin Olšiak,2016/2017
1,177076,1. část,04:25,-,97 Jakub Smíšek,11 Jiří Svoboda,2016/2017
2,177076,1. část,07:17,-,11 Jiří Svoboda,14 Bořek Sláma,2016/2017
3,177076,2. část,01:33,-,16 Radim Onderka,14 Bořek Sláma,2016/2017
4,177076,2. část,02:04,-,14 Bořek Sláma,16 Radim Onderka,2016/2017
5,177076,2. část,07:45,-,16 Radim Onderka,14 Bořek Sláma,2016/2017
6,177076,2. část,11:18,-,16 Radim Onderka,14 Bořek Sláma,2016/2017
7,177076,3. část,06:14,-,16 Radim Onderka,69 Filip Machala,2016/2017
8,177076,3. část,08:54,PP,11 Jiří Svoboda,6 Jan Mičko,2016/2017
0,178883,1. část,01:55,-,81 Jiří Hloušek,88 Tomáš Hušák,2016/2017
1,178883,1. část,04:40,-,9 Pavel Hušák,15 Jan Marek,2016/2017
2,178883,3. část,01:55,-,29 Jiří Bareš,51 Michal Šmíd,2016/2017
3,178883,3. část,05:03,-,15 Jan Marek,,2016/2017
0,178896,2. část,10:23,-,98 Jakub Sládek,11 Michael Tichý,2016/2017
1,178896,2. část,11:53,PP,2 David Ranš,33 Antonín Krudenc,2016/2017
2,178896,3. část,11:10,PP,33 Antonín Krudenc,5 Vítězslav Prágr,2016/2017
0,181137,3. část,06:42,-,93 Michal Čermák,,2016/2017
0,181141,3. část,04:04,PP,12 Jan Paulovič,3 Jan Prušák,2016/2017
0,184420,1. část,02:08,-,16 Radim Onderka,,2016/2017
1,184420,1. část,04:44,-,11 Jiří Svoboda,14 Bořek Sláma,2016/2017
2,184420,1. část,11:57,-,16 Radim Onderka,14 Bořek Sláma,2016/2017
3,184420,2. část,02:03,SH,14 Bořek Sláma,16 Radim Onderka,2016/2017
4,184420,2. část,06:31,-,16 Radim Onderka,14 Bořek Sláma,2016/2017
5,184420,3. část,01:28,-,97 Jakub Smíšek,7 Michal Petrbok,2016/2017
6,184420,3. část,11:54,EN,14 Bořek Sláma,,2016/2017
0,184422,1. část,03:50,-,81 Karel Němec,93 Tomáš Kupec,2016/2017
0,188166,1. část,09:48,PS,8 Lubomír Nebuška,,2017/2018
1,188166,1. část,10:16,SH,4 Jan Vočko,6 Filip Rubeš,2017/2018
2,188166,3. část,05:41,-,8 Lubomír Nebuška,6 Filip Rubeš,2017/2018
0,188172,2. část,02:32,-,88 Marek Vesecký,18 Jan Mikolášek,2017/2018
1,188172,2. část,09:35,-,7 Tomáš Dlouhý,,2017/2018
2,188172,2. část,11:22,-,14 Petr Hejda,4 Václav Müller,2017/2018
3,188172,3. část,10:34,PP,18 Jan Mikolášek,14 Petr Hejda,2017/2018
0,189796,1. část,00:44,-,15 David Schneider,71 Jakub Šíma,2017/2018
1,189796,1. část,04:19,-,99 Jiří Šimon,33 Marek Zoufalý,2017/2018
2,189796,1. část,05:50,-,71 Jakub Šíma,16 Jaroslav Chalupný,2017/2018
3,189796,1. část,09:54,-,68 Jan Mičko,,2017/2018
4,189796,2. část,02:22,-,71 Jakub Šíma,16 Jaroslav Chalupný,2017/2018
5,189796,2. část,03:51,-,71 Jakub Šíma,16 Jaroslav Chalupný,2017/2018
6,189796,2. část,09:48,-,71 Jakub Šíma,15 David Schneider,2017/2018
7,189796,2. část,11:12,-,15 David Schneider,71 Jakub Šíma,2017/2018
8,189796,3. část,11:53,PP,15 David Schneider,71 Jakub Šíma,2017/2018
0,189799,1. část,11:51,PS,8 Jakub Koláček,,2017/2018
1,189799,2. část,02:27,-,15 Jaromír Správka,69 Lukáš Pyskatý,2017/2018
2,189799,2. část,07:12,-,8 Jakub Koláček,26 Petr Čech,2017/2018
3,189799,2. část,10:22,-,8 Jakub Koláček,2 Václav Vlk,2017/2018
4,189799,3. část,00:46,-,11 Jakub Kochánek,2 Václav Vlk,2017/2018
5,189799,3. část,02:47,-,8 Jakub Koláček,2 Václav Vlk,2017/2018
6,189799,3. část,03:58,-,26 Petr Čech,2 Václav Vlk,2017/2018
7,189799,3. část,06:12,-,8 Jakub Koláček,26 Petr Čech,2017/2018
8,189799,3. část,07:25,-,69 Lukáš Pyskatý,6 Zdeněk Tomek,2017/2018
0,190317,1. část,03:41,-,14 Petr Šavrda,23 Petr Dvořák,2017/2018
1,190317,1. část,10:58,-,27 Jiří Kotáb,19 Ondřej Krampera,2017/2018
2,190317,2. část,01:55,PP,11 Josef Kurka,13 Aleš Zahálka,2017/2018
3,190317,2. část,03:43,-,12 Martin Šustr,19 Ondřej Krampera,2017/2018
4,190317,3. část,02:10,-,11 Josef Kurka,,2017/2018
5,190317,3. část,02:58,-,14 Petr Šavrda,27 Jiří Kotáb,2017/2018
6,190317,3. část,06:11,-,11 Josef Kurka,12 Martin Šustr,2017/2018
7,190317,3. část,11:44,-,14 Petr Šavrda,10 Lukáš Lhotský,2017/2018
0,190321,1. část,10:34,-,11 Martin Tučný,17 Martin Pitor,2017/2018
1,190321,2. část,02:22,-,21 Zdeněk Halamásek,11 Martin Tučný,2017/2018
2,190321,2. část,06:11,-,23 Petr Diviš,11 Martin Tučný,2017/2018
3,190321,3. část,00:15,-,11 Martin Tučný,,2017/2018
4,190321,3. část,02:25,-,23 Petr Diviš,11 Martin Tučný,2017/2018
0,196450,2. část,07:45,-,14 Karel Gottwald,7 Jiří Jiráček,2017/2018
0,196944,1. část,04:18,-,20 Ondřej Míka,78 Lukáš Mendlík,2017/2018
1,196944,1. část,10:05,-,22 Tomáš Čermák,17 Jakub Kolanda,2017/2018
2,196944,2. část,06:51,-,8 Zdeněk Hromota,26 Jindřich Hanousek,2017/2018
3,196944,2. část,07:34,-,26 Jindřich Hanousek,20 Ondřej Míka,2017/2018
4,196944,3. část,11:22,-,78 Lukáš Mendlík,17 Jakub Kolanda,2017/2018
0,198727,1. část,03:30,-,27 Zdeněk Podzemný,4 Filip Boubelík,2017/2018
1,198727,2. část,00:45,-,10 František Slovák,15 David Wurst,2017/2018
2,198727,2. část,11:16,PP,91 Zdeňek Chlupáč,10 František Slovák,2017/2018
0,202148,3. část,01:26,-,10 Martin Tomek,26 Daniel Kvěch,2017/2018
1,202148,3. část,08:34,-,9 Lukáš Jiran,7 Vladimír Bradáč,2017/2018
0,202161,3. část,02:31,-,18 František Platovský,8 Vladimír Brůžek,2017/2018
1,202161,3. část,10:15,-,5 Jakub Salkini,8 Vladimír Brůžek,2017/2018
0,207535,1. část,00:26,-,62 Martin Houdek,7 Martin Rejmiš,2017/2018
1,207535,1. část,01:31,-,21 Aleš Rafaj,62 Martin Houdek,2017/2018
2,207535,2. část,06:33,-,2 Lukáš Burian,,2017/2018
3,207535,2. část,06:53,-,62 Martin Houdek,7 Martin Rejmiš,2017/2018
4,207535,2. část,09:33,-,21 Aleš Rafaj,62 Martin Houdek,2017/2018
5,207535,3. část,00:32,-,21 Aleš Rafaj,,2017/2018
6,207535,3. část,05:21,PP,9 Pavel Švarc,12 Jan Klozar,2017/2018
7,207535,3. část,05:53,-,12 Jan Klozar,8 Jiří Bábek,2017/2018
0,207533,1. část,04:22,-,27 Štěpán Janžura,21 Jiří Polívka,2017/2018
1,207533,3. část,00:52,-,29 Jakub Hříbal,88 Marek Vesecký,2017/2018
2,207533,3. část,09:17,-,27 Štěpán Janžura,88 Marek Vesecký,2017/2018
3,207533,3. část,11:57,EN,18 Jan Mikolášek,,2017/2018
0,213224,1. část,05:42,-,5 Jakub Lacina,13 Tomáš Pospíchal,2017/2018
1,213224,2. část,03:08,-,5 Jakub Lacina,7 Tomáš Kadlec,2017/2018
2,213224,2. část,05:59,-,68 Jan Mikšík,5 Jakub Lacina,2017/2018
3,213224,3. část,05:26,-,33 David Wurst,7 Tomáš Kadlec,2017/2018
0,213222,1. část,00:27,-,99 Jiří Šimon,71 Jakub Šíma,2017/2018
1,213222,1. část,02:46,-,71 Jakub Šíma,15 David Schneider,2017/2018
2,213222,1. část,07:12,-,16 Jaroslav Chalupný,71 Jakub Šíma,2017/2018
3,213222,2. část,05:06,-,71 Jakub Šíma,16 Jaroslav Chalupný,2017/2018
4,213222,2. část,07:00,SH,42 Michal Kárník,23 Jiří Neradil,2017/2018
5,213222,3. část,01:00,-,99 Jiří Šimon,91 Martin Rada,2017/2018
6,213222,3. část,11:41,-,71 Jakub Šíma,15 David Schneider,2017/2018
0,215894,3. část,02:44,-,12 Jan Klozar,27 Roman Stachoň,2017/2018
0,215892,1. část,08:47,-,26 Daniel Kvěch,96 David Musil,2017/2018
0,217370,1. část,03:21,-,9 Lukáš Správka,69 Lukáš Pyskatý,2017/2018
1,217370,1. část,04:43,-,16 Ondřej Fišer,8 Jakub Koláček,2017/2018
2,217370,1. část,09:18,PP,16 Ondřej Fišer,9 Lukáš Správka,2017/2018
3,217370,1. část,09:23,PS,16 Ondřej Fišer,,2017/2018
4,217370,2. část,01:28,-,2 Václav Vlk,8 Jakub Koláček,2017/2018
5,217370,2. část,01:35,-,2 Václav Vlk,8 Jakub Koláček,2017/2018
6,217370,2. část,02:52,SH,88 Václav Vích,69 Lukáš Pyskatý,2017/2018
7,217370,2. část,03:22,SH,8 Jakub Koláček,11 Jakub Kochánek,2017/2018
8,217370,2. část,03:40,SH,2 Václav Vlk,8 Jakub Koláček,2017/2018
9,217370,2. část,07:20,-,88 Václav Vích,16 Ondřej Fišer,2017/2018
10,217370,2. část,08:16,-,8 Jakub Koláček,11 Jakub Kochánek,2017/2018
11,217370,2. část,09:42,-,8 Jakub Koláček,16 Ondřej Fišer,2017/2018
12,217370,3. část,04:01,-,69 Lukáš Pyskatý,9 Lukáš Správka,2017/2018
13,217370,3. část,04:06,-,16 Ondřej Fišer,8 Jakub Koláček,2017/2018
14,217370,3. část,04:12,-,2 Václav Vlk,24 Vít Němeček,2017/2018
15,217370,3. část,04:34,-,6 Zdeněk Tomek,8 Jakub Koláček,2017/2018
16,217370,3. část,06:41,-,8 Jakub Koláček,24 Vít Němeček,2017/2018
17,217370,3. část,09:52,-,88 Václav Vích,69 Lukáš Pyskatý,2017/2018
0,217372,1. část,03:12,-,20 Ondřej Míka,17 Jakub Kolanda,2017/2018
1,217372,1. část,06:43,-,14 Martin Jonák,8 Zdeněk Hromota,2017/2018
2,217372,2. část,05:04,-,26 Jindřich Hanousek,17 Jakub Kolanda,2017/2018
3,217372,2. část,07:38,-,26 Jindřich Hanousek,78 Lukáš Mendlík,2017/2018
4,217372,3. část,00:38,-,44 Martin Koblasa,8 Zdeněk Hromota,2017/2018
5,217372,3. část,05:51,-,44 Martin Koblasa,26 Jindřich Hanousek,2017/2018
6,217372,3. část,07:45,-,44 Martin Koblasa,26 Jindřich Hanousek,2017/2018
7,217372,3. část,08:30,-,26 Jindřich Hanousek,8 Zdeněk Hromota,2017/2018
8,217372,3. část,11:29,-,44 Martin Koblasa,26 Jindřich Hanousek,2017/2018
0,222022,1. část,09:23,-,42 Filip Kolařík,16 Jan Miler,2018/2019
1,222022,3. část,02:39,PP,15 Robin Franče,12 Tomáš Kaňka,2018/2019
2,222022,3. část,11:43,-,10 Daniel Kadlec,42 Filip Kolařík,2018/2019
0,222084,1. část,03:09,-,8 Michal Staníček,17 Jan Rotta,2018/2019
1,222084,1. část,07:07,PP,16 Martin Rotta,8 Michal Staníček,2018/2019
2,222084,1. část,09:39,-,4 Jan Egem,17 Jan Rotta,2018/2019
3,222084,2. část,05:24,-,8 Michal Staníček,17 Jan Rotta,2018/2019
4,222084,2. část,06:32,-,66 Roman Hergl,14 Radovan Doležel,2018/2019
0,225350,1. část,06:48,PP,2 Albert Čihák,12 Petr Rosička,2018/2019
1,225350,1. část,06:55,-,78 Lukáš Mendlík,17 Jakub Kolanda,2018/2019
2,225350,3. část,03:34,-,17 Jakub Kolanda,78 Lukáš Mendlík,2018/2019
3,225350,3. část,03:52,-,2 Albert Čihák,22 Tomáš Čermák,2018/2019
0,225349,2. část,11:17,-,33 David Wurst,7 Tomáš Kadlec,2018/2019
0,229025,1. část,02:56,-,14 Bořek Sláma,16 Radim Onderka,2018/2019
1,229025,2. část,07:24,SH,14 Bořek Sláma,16 Radim Onderka,2018/2019
0,229022,2. část,00:25,-,48 Petr Brabenec,22 Zdeněk Bělík,2018/2019
1,229022,2. část,04:50,-,10 Jiří Havlan,48 Petr Brabenec,2018/2019
2,229022,2. část,07:40,-,78 Martin Matoška,27 Jakub Kras,2018/2019
0,229429,2. část,10:37,-,33 Jiří Tuček,24 Jan Jiroušek,2018/2019
0,232669,1. část,06:49,SH,24 Ladislav Griga,22 Petr Kubuš,2018/2019
1,232669,2. část,07:39,-,3 Lukáš Jirásek,81 Karel Němec,2018/2019
0,235066,1. část,07:19,-,16 Radim Onderka,14 Bořek Sláma,2018/2019
1,235066,3. část,04:43,-,16 Radim Onderka,66 Jan Mičko,2018/2019
2,235066,3. část,06:23,-,21 Marek Toráč,73 Jan Vrba,2018/2019
0,235062,1. část,04:04,-,84 Čestmír Brousil,30 Lukáš Trampota,2018/2019
1,235062,1. část,06:00,-,30 Lukáš Trampota,6 Vladimír Borůvka,2018/2019
2,235062,2. část,07:28,SH,15 Pavel Trampota,30 Lukáš Trampota,2018/2019
3,235062,2. část,09:05,-,15 Pavel Trampota,30 Lukáš Trampota,2018/2019
4,235062,3. část,05:35,-,30 Lukáš Trampota,66 Petr Špaček,2018/2019
5,235062,3. část,09:36,-,66 Petr Špaček,6 Vladimír Borůvka,2018/2019
6,235062,3. část,10:31,-,27 David Suchánek,12 Vladimír Labský,2018/2019
0,237796,1. část,07:34,-,17 Jan Rotta,20 Tomáš Hájek,2018/2019
1,237796,2. část,09:01,-,17 Jan Rotta,76 Jakub Rokos,2018/2019
2,237796,2. část,09:42,-,8 Michal Staníček,17 Jan Rotta,2018/2019
3,237796,3. část,06:15,-,20 Tomáš Hájek,7 Pavel Pohl,2018/2019
0,237794,1. část,09:33,-,20 Ondřej Míka,,2018/2019
1,237794,2. část,01:09,PP,14 Martin Jonák,7 Vojtěch Mičín,2018/2019
2,237794,2. část,05:57,-,47 Milan Kříž,20 Ondřej Míka,2018/2019
3,237794,3. část,03:55,-,62 Michal Chyba,12 Petr Rosička,2018/2019
4,237794,3. část,06:30,-,26 Jindřich Hanousek,85 Rudolf Neliba,2018/2019
5,237794,3. část,11:39,WG,85 Rudolf Neliba,29 Zdeněk Fryš,2018/2019
0,241681,1. část,01:23,-,73 Kryštof Hoch,11 Filip Terč,2018/2019
1,241681,1. část,08:12,-,97 Ondřej Zeman,17 Jakub Hruška,2018/2019
2,241681,3. část,03:29,-,72 Jaroslav Soldán,73 Kryštof Hoch,2018/2019
3,241681,3. část,03:42,-,9 Jakub Klement,97 Ondřej Zeman,2018/2019
4,241681,3. část,05:53,-,11 Filip Terč,69 Václav Boček,2018/2019
5,241681,3. část,09:55,-,16 Mikuláš Vyleta,9 Jakub Klement,2018/2019
0,241679,3. část,01:04,-,28 Tomáš Erba,70 Martin Fencl,2018/2019
0,244656,1. část,00:55,-,4 Martin Reichelt,22 Zdeněk Bělík,2018/2019
1,244656,2. část,11:52,-,48 Petr Brabenec,57 Ondřej Kulka,2018/2019
2,244656,3. část,07:27,-,88 Lukáš Bárta,27 Jakub Kras,2018/2019
3,244656,3. část,11:13,-,10 Jiří Havlan,48 Petr Brabenec,2018/2019
0,244654,1. část,00:23,-,8 Roman Major,91 Patrik Vavruška,2018/2019
1,244654,2. část,08:43,-,81 Karel Němec,54 Jaroslav Nedbal,2018/2019
2,244654,2. část,09:14,-,50 Václav Motyka,80 Jan Podhorník,2018/2019
3,244654,3. část,02:12,SH,3 Lukáš Jirásek,81 Karel Němec,2018/2019
4,244654,3. část,07:30,-,75 Petr Kasal,22 Petr Kubuš,2018/2019
0,247475,1. část,06:05,-,8 Michael Dvořák,13 Šimon Pospíšil,2018/2019
1,247475,2. část,03:34,-,17 Vojtěch Roun,66 Martin Hruška,2018/2019
2,247475,3. část,03:41,PP,26 Robin Franče,66 Martin Hruška,2018/2019
3,247475,3. část,08:51,-,7 Lukáš Veselý,9 Šimon Krbec,2018/2019
0,247472,2. část,00:33,-,27 David Suchánek,69 Jakub Mikeš,2018/2019
1,247472,2. část,03:33,-,27 David Suchánek,,2018/2019
2,247472,3. část,04:48,-,69 Jakub Mikeš,27 David Suchánek,2018/2019
0,233120,2. část,09:42,-,97 Ondřej Zeman,17 Jakub Hruška,2018/2019
0,250976,1. část,09:51,-,6 David Martynek,2 Jiří Novák,2018/2019
1,250976,2. část,11:29,-,55 Vít Zahradník,10 Martin Bezchleba,2018/2019
2,250976,3. část,02:06,-,6 David Martynek,24 Petr Marušák,2018/2019
0,255307,1. část,06:28,-,27 David Suchánek,84 Čestmír Brousil,2019/2020
1,255307,1. část,11:39,-,53 Jakub Zuman,66 Petr Špaček,2019/2020
2,255307,2. část,03:53,-,53 Jakub Zuman,27 David Suchánek,2019/2020
3,255307,3. část,03:01,PS,53 Jakub Zuman,,2019/2020
4,255307,3. část,04:19,-,27 David Suchánek,53 Jakub Zuman,2019/2020
5,255307,3. část,10:39,-,66 Petr Špaček,27 David Suchánek,2019/2020
0,257489,1. část,08:05,-,84 Daniel Kubát,66 Tomáš Lasek,2019/2020
1,257489,2. část,06:28,-,7 Lukáš Spálenka,21 Tomáš Zimmer,2019/2020
2,257489,3. část,00:57,-,40 Martin Javor,84 Daniel Kubát,2019/2020
3,257489,3. část,01:49,-,10 Martin Laštovka,7 Lukáš Spálenka,2019/2020
4,257489,3. část,02:40,-,84 Daniel Kubát,66 Tomáš Lasek,2019/2020
5,257489,3. část,04:26,-,84 Daniel Kubát,40 Martin Javor,2019/2020
0,257484,1. část,00:46,-,15 David Schneider,23 Jiří Neradil,2019/2020
1,257484,1. část,06:56,-,15 David Schneider,16 Jaroslav Chalupný,2019/2020
2,257484,2. část,06:17,-,16 Jaroslav Chalupný,15 David Schneider,2019/2020
3,257484,2. část,11:18,-,27 Štěpán Sládek,16 Jaroslav Chalupný,2019/2020
4,257484,3. část,11:40,-,99 Jiří Šimon,23 Jiří Neradil,2019/2020
0,260191,1. část,00:38,-,23 Martin Bosák,,2019/2020
1,260191,1. část,03:12,-,3 Aleš Martínek,96 Rudolf Rubáš,2019/2020
2,260191,1. část,04:31,-,11 Petr Sukalovský,99 Petr Zahradník,2019/2020
3,260191,3. část,10:05,-,11 Petr Sukalovský,23 Martin Bosák,2019/2020
4,260191,3. část,11:25,-,11 Petr Sukalovský,23 Martin Bosák,2019/2020
0,260187,1. část,01:20,-,17 Petr Káda,6 Václav Skopový,2019/2020
1,260187,1. část,07:05,-,42 Štěpán Pavelka,6 Václav Skopový,2019/2020
2,260187,1. část,09:33,-,6 Václav Skopový,17 Petr Káda,2019/2020
3,260187,2. část,04:54,PP,10 Zdeněk Burian,42 Štěpán Pavelka,2019/2020
4,260187,2. část,06:58,-,42 Štěpán Pavelka,6 Václav Skopový,2019/2020
5,260187,2. část,11:54,-,42 Štěpán Pavelka,,2019/2020
6,260187,3. část,09:19,-,6 Václav Skopový,17 Petr Káda,2019/2020
0,263242,3. část,08:18,PP,19 Jakub Šach,77 Martin Feix,2019/2020
0,263237,1. část,04:43,-,21 Petr Mencl,64 Ondřej Bendík,2019/2020
1,263237,1. část,07:28,-,64 Ondřej Bendík,21 Petr Mencl,2019/2020
2,263237,2. část,01:18,PS,89 David Volek,,2019/2020
3,263237,2. část,08:39,-,73 Martin Denk,10 Jakub Mucha,2019/2020
4,263237,3. část,01:46,-,89 David Volek,71 Adam Král,2019/2020
5,263237,3. část,05:30,-,10 Jakub Mucha,73 Martin Denk,2019/2020
6,263237,3. část,09:22,-,73 Martin Denk,,2019/2020
0,266162,3. část,02:13,-,33 Robert Sára,6 Jiří Drozdek,2019/2020
1,266162,3. část,10:16,-,59 Václav Kašpar,29 Jan Tomeček,2019/2020
0,266158,2. část,09:39,-,3 Jurij Dredenidov,19 Petr Novák,2019/2020
1,266158,3. část,00:14,-,7 Pavel Svoboda,64 Martin Mareček,2019/2020
2,266158,3. část,11:02,-,19 Petr Novák,84 Jakub Petříček,2019/2020
0,271020,1. část,08:12,-,12 Vladimír Labský,69 Jakub Mikeš,2019/2020
1,271020,3. část,01:39,-,27 David Suchánek,66 Petr Špaček,2019/2020
0,278201,1. část,01:11,-,16 Jaroslav Chalupný,71 Jakub Šíma,2019/2020
1,278201,1. část,02:01,-,20 Jan Hejcman,71 Jakub Šíma,2019/2020
2,278201,1. část,07:39,-,20 Jan Hejcman,99 Jiří Šimon,2019/2020
3,278201,1. část,09:35,-,71 Jakub Šíma,16 Jaroslav Chalupný,2019/2020
4,278201,2. část,02:39,-,15 David Schneider,38 David Bursík,2019/2020
5,278201,2. část,03:30,-,38 David Bursík,16 Jaroslav Chalupný,2019/2020
6,278201,2. část,05:31,-,99 Jiří Šimon,16 Jaroslav Chalupný,2019/2020
7,278201,2. část,11:07,-,71 Jakub Šíma,16 Jaroslav Chalupný,2019/2020
8,278201,3. část,01:53,-,71 Jakub Šíma,15 David Schneider,2019/2020
9,278201,3. část,08:16,-,22 Jan Vršek,71 Jakub Šíma,2019/2020
10,278201,3. část,08:31,-,42 Michal Kárník,71 Jakub Šíma,2019/2020
11,278201,3. část,08:56,-,15 David Schneider,71 Jakub Šíma,2019/2020
12,278201,3. část,09:21,-,38 David Bursík,99 Jiří Šimon,2019/2020
13,278201,3. část,11:09,-,15 David Schneider,71 Jakub Šíma,2019/2020
0,278200,1. část,11:35,-,9 Jan Škeřík,40 Martin Javor,2019/2020
0,284054,1. část,10:26,PP,88 Martin Poruba,57 Vojtěch Mlnářík,2020/2021
1,284054,2. část,00:25,-,58 Daniel Drake,15 Jan Valenta,2020/2021
2,284054,2. část,01:54,-,15 Jan Valenta,58 Daniel Drake,2020/2021
3,284054,2. část,02:27,-,57 Vojtěch Mlnářík,15 Jan Valenta,2020/2021
4,284054,2. část,04:07,-,20 Pavel Harouš,88 Martin Poruba,2020/2021
5,284054,3. část,03:17,PP,96 Martin Murín,,2020/2021
0,284058,1. část,08:03,-,33 Milan Tvrdík,,2020/2021
1,284058,2. část,09:43,-,16 Filip Robotka,,2020/2021
0,287591,2. část,08:21,-,20 Tomáš Hájek,76 Jakub Rokos,2020/2021
1,287591,3. část,09:25,-,12 Ondřej Rosický,23 Matěj Masný,2020/2021
0,287905,1. část,08:20,-,8 David Cajthaml,24 Vojtěch Rys,2020/2021
1,287905,1. část,09:52,-,6 Valentýn Cajthaml,24 Vojtěch Rys,2020/2021
2,287905,2. část,08:10,-,6 Valentýn Cajthaml,23 Martin Winter,2020/2021
0,291144,2. část,03:01,-,11 Jiří Kliner,,2021/2022
1,291144,2. část,05:55,-,26 Michal Brnka,2 Jiří Bauer,2021/2022
2,291144,3. část,01:23,-,26 Michal Brnka,96 Tomáš Vokšický,2021/2022
3,291144,3. část,07:02,PP,30 Petr Hrubec,6 Kryštof Dítě,2021/2022
4,291144,3. část,08:53,PP,38 Jáchym Kašpárek,6 Kryštof Dítě,2021/2022
5,291144,3. část,11:57,-,26 Michal Brnka,2 Jiří Bauer,2021/2022
0,291700,1. část,01:51,-,88 Jiří Havel,23 Mario Cedrych,2021/2022
1,291700,1. část,10:28,-,88 Jiří Havel,17 Jan Tomka,2021/2022
2,291700,2. část,09:26,PP,88 Jiří Havel,23 Mario Cedrych,2021/2022
3,291700,2. část,11:57,-,88 Jiří Havel,23 Mario Cedrych,2021/2022
0,293466,3. část,09:58,-,40 Martin Javor,28 Jakub Dobiáš,2021/2022
0,297187,1. část,09:52,-,48 Jakub Wágner,7 František Novák,2021/2022
1,297187,2. část,01:25,-,30 Zbyněk Prokšan,90 Tomáš Kašpar,2021/2022
2,297187,2. část,05:01,-,7 František Novák,48 Jakub Wágner,2021/2022
3,297187,2. část,07:39,-,81 Jiří Sobotka,87 Tomáš Novotný,2021/2022
4,297187,2. část,08:00,-,7 František Novák,48 Jakub Wágner,2021/2022
5,297187,3. část,04:06,-,3 Daniel Dohnal,,2021/2022
6,297187,3. část,05:42,-,7 František Novák,48 Jakub Wágner,2021/2022
7,297187,3. část,09:16,-,14 Michal Doležal,90 Tomáš Kašpar,2021/2022
8,297187,3. část,09:51,-,14 Michal Doležal,41 Teodor Bodlák,2021/2022
0,297199,1. část,03:51,-,44 Jan Šmíd,11 Lukáš Tretera,2021/2022
1,297199,1. část,10:58,-,11 Lukáš Tretera,44 Jan Šmíd,2021/2022
2,297199,1. část,11:45,-,8 Michael Dvořák,5 Tomáš Mráz,2021/2022
3,297199,2. část,00:37,-,44 Jan Šmíd,36 Jan Miler,2021/2022
4,297199,2. část,01:45,-,7 Lukáš Veselý,26 Robin Franče,2021/2022
5,297199,3. část,03:02,-,19 Adam Schindler,82 Zdeněk Šlégl,2021/2022
6,297199,3. část,07:24,-,44 Jan Šmíd,36 Jan Miler,2021/2022
7,297199,3. část,10:27,-,44 Jan Šmíd,11 Lukáš Tretera,2021/2022
0,300872,1. část,01:31,-,76 Jiří Marvan,,2021/2022
1,300872,1. část,04:24,-,9 Karel Rys,2 Jakub Kvasnička,2021/2022
2,300872,2. část,04:26,-,8 Martin Šťastný,50 Jan Mitka,2021/2022
3,300872,2. část,06:09,-,8 Martin Šťastný,50 Jan Mitka,2021/2022
4,300872,2. část,10:07,-,17 Adam Houdek,56 Michal Velechovský,2021/2022
5,300872,2. část,11:55,-,22 Martin Mikšovský,5 Jakub Houdek,2021/2022
6,300872,3. část,10:44,-,50 Jan Mitka,,2021/2022
7,300872,3. část,11:31,-,55 Martin Patocs,17 Adam Houdek,2021/2022
8,300872,3. část,11:41,-,50 Jan Mitka,76 Jiří Marvan,2021/2022
0,300871,1. část,08:20,-,19 Tomáš Votrubec,3 Václav Sládek,2021/2022
1,300871,2. část,07:39,-,81 Ondřej Lukeš,91 Miroslav Dobš,2021/2022
2,300871,2. část,10:31,-,15 Ondřej Hošek,12 Pavel Klemera,2021/2022
3,300871,2. část,11:51,SH,7 Lubomír Mrazík,91 Miroslav Dobš,2021/2022
4,300871,3. část,00:14,SH,12 Pavel Klemera,68 Lukáš Kouba,2021/2022
5,300871,3. část,07:02,-,7 Lubomír Mrazík,91 Miroslav Dobš,2021/2022
0,304844,1. část,03:40,-,11 Tomáš Klesa,8 Tomáš Třešňák,2021/2022
1,304844,2. část,02:40,-,8 Tomáš Třešňák,13 Petr Borovec,2021/2022
2,304844,3. část,08:37,-,7 Jan Žolčák,11 Tomáš Klesa,2021/2022
0,304843,1. část,00:59,-,24 Jan Bašta,25 Martin Kohout,2021/2022
1,304843,2. část,02:54,-,43 David Vetešník,,2021/2022
2,304843,2. část,08:02,-,45 Petr Losenický,33 Milan Tvrdík,2021/2022
3,304843,3. část,00:29,-,97 Matěj Vetešník,,2021/2022
4,304843,3. část,02:30,-,16 Filip Robotka,97 Matěj Vetešník,2021/2022
5,304843,3. část,03:43,-,23 Matěj Homolka,97 Matěj Vetešník,2021/2022
