,Id,Period,Time,Type,Goal,Assist,Season
5,247472,3. část,07:25,PP,9 Jan Hanuš,94 Štefan Záležák,2018/2019
0,233120,2. část,04:43,-,94 Štefan Záležák,17 Radek Mošnička,2018/2019
1,233120,2. část,07:23,-,13 Marek Václavík,17 Radek Mošnička,2018/2019
2,233120,3. část,03:30,-,94 Štefan Záležák,77 Ctibor Chmelař,2018/2019
3,233120,3. část,03:54,-,77 Ctibor Chmelař,,2018/2019
0,250976,1. část,05:54,-,88 Michal Rosí,77 Ctibor Chmelař,2018/2019
1,250976,2. část,01:56,-,61 Pavel Trbušek,94 Štefan Záležák,2018/2019
2,250976,3. část,04:07,-,77 Ctibor Chmelař,14 Roman Žampach,2018/2019
0,255307,1. část,08:04,-,88 Michal Rosí,77 Ctibor Chmelař,2019/2020
1,255307,2. část,08:33,-,14 Roman Žampach,4 Jakub Mádr,2019/2020
2,255307,3. část,00:21,-,9 Štěpán Trousil,94 Ladislav Tyll,2019/2020
3,255307,3. část,02:33,-,77 Ctibor Chmelař,22 Jakub Nováček,2019/2020
4,255307,3. část,06:27,-,8 Filip Weber,,2019/2020
5,255307,3. část,06:59,-,9 Štěpán Trousil,,2019/2020
6,255307,3. část,07:13,-,77 Ctibor Chmelař,22 Jakub Nováček,2019/2020
7,255307,3. část,07:42,-,14 Roman Žampach,,2019/2020
0,257489,1. část,03:32,-,77 Ctibor Chmelař,12 Adam Bardún,2019/2020
1,257489,1. část,09:26,-,88 Michal Rosí,9 Štěpán Trousil,2019/2020
2,257489,2. část,11:50,-,9 Štěpán Trousil,88 Michal Rosí,2019/2020
0,257484,1. část,05:09,-,88 Michal Rosí,9 Štěpán Trousil,2019/2020
1,257484,1. část,07:43,-,9 Štěpán Trousil,4 Jakub Mádr,2019/2020
2,257484,1. část,10:26,-,9 Štěpán Trousil,77 Ctibor Chmelař,2019/2020
3,257484,1. část,11:04,-,9 Štěpán Trousil,49 Filip Trousil,2019/2020
0,260191,1. část,10:31,-,61 Pavel Trbušek,8 Filip Weber,2019/2020
1,260191,3. část,10:59,-,61 Pavel Trbušek,22 Jakub Nováček,2019/2020
0,260187,1. část,08:08,-,14 Roman Žampach,77 Ctibor Chmelař,2019/2020
1,260187,2. část,11:37,-,9 Štěpán Trousil,,2019/2020
0,263242,1. část,08:28,-,88 Michal Rosí,49 Filip Trousil,2019/2020
1,263242,3. část,03:20,PP,88 Michal Rosí,12 Adam Bardún,2019/2020
2,263242,3. část,04:17,-,77 Ctibor Chmelař,13 Marek Václavík,2019/2020
0,263237,3. část,10:34,PS,88 Michal Rosí,,2019/2020
0,266162,1. část,09:42,-,17 Radek Mošnička,87 Jakub Edr,2019/2020
1,266162,3. část,08:18,-,5 Michael Obrtel,,2019/2020
2,266162,3. část,10:09,PS,88 Michal Rosí,,2019/2020
0,266158,1. část,01:16,-,77 Ctibor Chmelař,13 Marek Václavík,2019/2020
1,266158,1. část,07:41,-,17 Radek Mošnička,87 Jakub Edr,2019/2020
2,266158,1. část,08:36,-,9 Štěpán Trousil,77 Ctibor Chmelař,2019/2020
3,266158,2. část,04:48,-,94 Ladislav Tyll,14 Roman Žampach,2019/2020
4,266158,2. část,06:11,-,88 Michal Rosí,77 Ctibor Chmelař,2019/2020
5,266158,2. část,09:06,-,88 Michal Rosí,4 Jakub Mádr,2019/2020
0,271020,1. část,05:41,-,61 Pavel Trbušek,5 Michael Obrtel,2019/2020
1,271020,1. část,09:29,-,77 Ctibor Chmelař,5 Michael Obrtel,2019/2020
2,271020,3. část,04:57,-,9 Štěpán Trousil,4 Jakub Mádr,2019/2020
0,278201,1. část,06:01,-,61 Pavel Trbušek,22 Jakub Nováček,2019/2020
1,278201,2. část,01:09,-,77 Ctibor Chmelař,12 Adam Bardún,2019/2020
0,278200,1. část,07:15,-,77 Ctibor Chmelař,14 Roman Žampach,2019/2020
0,284054,1. část,05:40,-,88 Michal Rosí,8 Filip Weber,2020/2021
1,284054,1. část,07:40,-,25 Václav Štochl,8 Filip Weber,2020/2021
2,284054,1. část,08:50,SH,25 Václav Štochl,,2020/2021
3,284054,3. část,10:48,-,88 Michal Rosí,94 Michael Obrtel,2020/2021
0,284058,1. část,10:40,-,21 Michael Obrtel,88 Michal Rosí,2020/2021
1,284058,2. část,03:33,-,98 Matěj Soukup,21 Michael Obrtel,2020/2021
2,284058,2. část,07:23,-,25 Václav Štochl,,2020/2021
0,287591,2. část,11:23,-,13 Marek Václavík,,2020/2021
1,287591,3. část,04:58,-,21 Michael Obrtel,,2020/2021
2,287591,3. část,06:53,-,88 Michal Rosí,13 Marek Václavík,2020/2021
0,287905,2. část,04:50,-,98 Matěj Soukup,13 Marek Václavík,2020/2021
1,287905,2. část,08:00,-,13 Marek Václavík,,2020/2021
2,287905,3. část,03:52,-,88 Michal Rosí,13 Marek Václavík,2020/2021
3,287905,prodloužení,00:00,PS,89 Milan Vřešťál,,2020/2021
0,291144,1. část,00:47,-,77 Ctibor Chmelař,21 Michael Obrtel,2021/2022
1,291144,1. část,09:49,PP,78 Václav Štochl,98 Matěj Soukup,2021/2022
2,291144,1. část,11:40,-,94 Ladislav Tyll,88 Michal Rosí,2021/2022
0,293466,1. část,03:48,-,78 Václav Štochl,61 Aleš Bambas,2021/2022
1,293466,1. část,05:16,-,16 Marek Kolařík,4 Jakub Mádr,2021/2022
2,293466,1. část,09:09,-,98 Matěj Soukup,21 Michael Obrtel,2021/2022
3,293466,2. část,04:42,-,98 Matěj Soukup,4 Jakub Mádr,2021/2022
4,293466,2. část,07:13,-,21 Michael Obrtel,77 Ctibor Chmelař,2021/2022
5,293466,2. část,07:42,-,21 Michael Obrtel,77 Ctibor Chmelař,2021/2022
6,293466,2. část,10:57,-,61 Aleš Bambas,1 Vojtěch Bíba,2021/2022
7,293466,3. část,00:52,-,8 Filip Weber,77 Ctibor Chmelař,2021/2022
8,293466,3. část,04:50,-,8 Filip Weber,94 Ladislav Tyll,2021/2022
9,293466,3. část,07:03,-,31 Pavel Malý,94 Ladislav Tyll,2021/2022
0,297187,2. část,01:34,-,94 Ladislav Tyll,88 Michal Rosí,2021/2022
0,297199,2. část,04:58,-,61 Aleš Bambas,,2021/2022
0,300872,1. část,05:44,-,31 Pavel Malý,88 Michal Rosí,2021/2022
1,300872,1. část,07:02,-,89 Milan Vřešťál,4 Jakub Mádr,2021/2022
2,300872,1. část,10:32,-,88 Michal Rosí,31 Pavel Malý,2021/2022
3,300872,2. část,03:39,-,78 Václav Štochl,98 Matěj Soukup,2021/2022
0,300871,2. část,00:30,-,78 Václav Štochl,88 Michal Rosí,2021/2022
0,304844,1. část,02:22,-,78 Václav Štochl,98 Matěj Soukup,2021/2022
1,304844,2. část,06:31,PP,88 Michal Rosí,98 Matěj Soukup,2021/2022
0,304843,1. část,11:43,-,98 Matěj Soukup,61 Aleš Bambas,2021/2022
1,304843,3. část,03:53,-,98 Matěj Soukup,78 Václav Štochl,2021/2022
